FIPStxt,POP_COU,AREA_COU,POP_URBAN,POPPCT_URBAN,AREA_URBAN,AREAPCT_URBAN,POPDEN_URBAN,POP_UA,POPPCT_UA,AREA_UA,AREAPCT_UA,POPDEN_UA,POP_UC,POPPCT_UC,AREA_UC,AREAPCT_UC,POPDEN_UC,POP_RURAL,POPPCT_RURAL,AREA_RURAL,AREAPCT_RURAL,POPDEN_RURAL,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,class
55083,37660,2584775696,7026,18.66,11643224,0.45,1562.9,132,0.35,254306,0.01,1344.4,6894,18.31,11388918,0.44,1567.8,30634,81.34,2573132472,99.55,30.8,389003732.4191802,-225792201.6998448,-17412474.022376664,36279.80194049525,8661.319859994943,-93.16265031203572,747.1011960894085,-218.18769301923993,406.3075173691922,-28.154772366200138,0
55085,35998,2882578692,9010,25.03,22654343,0.79,1030.1,0,0.0,0,0.0,0.0,9010,25.03,22654343,0.79,1030.1,26988,74.97,2859924349,99.21,24.4,802495675.7388467,-220532133.67198774,-3952580.989623546,30070.391142206532,-1263.7872579168577,-3972.8206027733168,-474.4045226789975,-216.13798703237336,-78.44134241253424,-17.345424029505157,0
55087,176695,1651177709,132983,75.26,169580605,10.27,2031.0,127979,72.43,161390899,9.77,2053.8,5004,2.83,8189706,0.5,1582.5,43712,24.74,1481597104,89.73,76.4,-1039861882.6739658,43126404.259161875,-17398822.687644087,-14259.855811293248,20998.70926698045,-503.7726209730424,1186.5757902724529,-261.143995364408,338.0927661896855,-5.33514755148215,4
55089,86395,603666538,64894,75.11,110165546,18.25,1525.7,64894,75.11,110165546,18.25,1525.7,0,0.0,0,0.0,0.0,21501,24.89,493500992,81.75,112.8,-2480233018.453361,-28317054.98601302,-25252258.78219693,-41890.764141536034,-4331.143658609282,-258.72493814670804,805.113492264384,960.2978075915927,-252.63007062377312,43.51734710980379,4
55091,7469,600833973,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,7469,100.0,600833973,100.0,32.2,-2408436468.2087245,-203376029.20902038,-26204867.63356859,31744.50115070157,-17231.964338747963,85.91515847652653,-1069.5755841561593,976.0568290925164,244.89312714240455,-1.3102293863657497,4
55093,41019,1485999482,19013,46.35,24194232,1.63,2035.3,0,0.0,0,0.0,0.0,19013,46.35,24194232,1.63,2035.3,22006,53.65,1461805250,98.37,39.0,-1173486861.825869,-195377007.70883256,2003763.2582529925,45319.486716281834,-4362.020117515211,8624.603201314705,-103.135827948814,-918.6335225685191,-317.6837440130932,3.6064677360744706,4
55095,44205,2367150768,6425,14.53,15975837,0.67,1041.6,0,0.0,0,0.0,0.0,6425,14.53,15975837,0.67,1041.6,37780,85.47,2351174931,99.33,41.6,78253822.79539996,-218141626.32181183,-10962844.640220376,38717.86077533875,15605.028863965292,-3699.093317916667,-691.3173968512505,-225.49511003922464,-130.55503490759722,-12.528766518916838,0
55097,70019,2073747839,44790,63.97,64641093,3.12,1794.6,0,0.0,0,0.0,0.0,44790,63.97,64641093,3.12,1794.6,25229,36.03,2009106746,96.88,32.5,-370383422.9089176,-166872959.7994031,51716371.65188885,54365.35933863116,-12080.058623920278,16801.262774673585,-509.00620927360154,-36.98797505735485,-384.4031880126228,2.241408122890137,0
55099,14159,3248817969,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,14159,100.0,3248817969,100.0,11.3,1336101333.1137748,-248294085.70167184,-33788319.63648518,21759.189800811102,-9825.563595871305,-1560.85375747226,-1111.5807733449385,971.9502410424399,192.99092207665134,-16.158750465063108,0
55101,195408,861173331,171416,87.72,191864027,22.28,2314.0,140909,72.11,147079923,17.08,2481.3,30507,15.61,44784104,5.2,1764.3,23992,12.28,669309304,77.72,92.8,-2172533432.400709,68589749.02094768,31239327.86357549,38584.04028656247,-12269.729350259688,11388.747463504591,1648.7386014343454,300.50432506194124,457.06490050722675,30.582639932540744,4
55103,18021,1518123695,5021,27.86,7025101,0.46,1851.1,0,0.0,0,0.0,0.0,5021,27.86,7025101,0.46,1851.1,13000,72.14,1511098594,99.54,22.3,-1116158511.0243993,-212253661.3153811,-19905057.42267248,32432.416731529862,-12276.160910222228,1640.7667067375728,124.30333446463392,-1120.168194049328,-171.02972518783344,-11.100530184614016,4
55105,160331,1859980029,127597,79.58,158437879,8.52,2085.8,114781,71.59,137450633,7.39,2162.8,12816,7.99,20987246,1.13,1581.6,32734,20.42,1701542150,91.48,49.8,-736990907.868099,13704998.734158957,-1943744.2296183433,854.4187359562574,3981.8615342766398,2250.6021357063933,1440.4183114726566,-61.7694969726514,384.4903918949432,-20.762454314016967,4
55107,14755,2366174321,3449,23.38,6838033,0.29,1306.4,0,0.0,0,0.0,0.0,3449,23.38,6838033,0.29,1306.4,11306,76.62,2359336288,99.71,12.4,83207118.65129814,-226817189.72456348,-22571463.013949998,25457.72568947326,-15376.770880891065,-553.2516605910997,-152.45737405906868,-549.8495093993502,-49.53855519115517,-16.219441683596372,0
55109,84345,1870824361,39500,46.83,62750652,3.35,1630.3,276,0.33,1281522,0.07,557.8,39224,46.5,61469130,3.29,1652.7,44845,53.17,1808073709,96.65,64.2,-656022380.8274957,-164411023.9156768,48278081.279328205,59274.34775566871,13256.0477797763,10666.368477179129,-333.88096331923543,144.18939854877408,-147.05784633205815,4.491172064377516,4
55111,61976,2152025932,33376,53.85,49428548,2.3,1748.9,0,0.0,0,0.0,0.0,33376,53.85,49428548,2.3,1748.9,28600,46.15,2102597384,97.7,35.2,-249144715.08849528,-182671362.42578366,32161609.89773164,49911.96311546582,-3937.530024027043,11165.952553531475,-446.86745304525397,-293.7728210856514,-343.9607717659637,-1.1840276683347681,0
55115,41949,2313007314,10742,25.61,16515541,0.71,1684.6,0,0.0,0,0.0,0.0,10742,25.61,16515541,0.71,1684.6,31207,74.39,2296491773,99.29,35.2,1314971.8980987999,-216709803.58314142,-10121984.023616862,40173.580657012164,8275.507562302404,1820.10680293779,-300.1855138822096,-784.4961007632361,-255.98599413161145,-10.278516384586032,0
55117,115507,1324171349,82836,71.72,101346318,7.65,2116.9,71313,61.74,86596291,6.54,2132.9,11523,9.98,14750027,1.11,2023.3,32671,28.28,1222825031,92.35,69.2,-1455367682.1466918,-63971500.27724408,-8778372.75148826,19127.499432737637,8691.041180245831,4436.0190181384,1462.9759038571278,-364.3273738028887,575.7256384926767,2.859529630650318,4
55119,20689,2524917815,4046,19.56,6631818,0.26,1580.1,0,0.0,0,0.0,0.0,4046,19.56,6631818,0.26,1580.1,16643,80.44,2518285997,99.74,17.1,307830653.43987644,-229706126.6073598,-23288118.235710572,28292.363118890975,-8165.180411281039,-55.07983467819159,-69.76911614398375,-838.9071308069882,-136.55945578016224,-16.568814118857812,0
55121,28816,1898370021,2993,10.39,5461020,0.29,1419.5,0,0.0,0,0.0,0.0,2993,10.39,5461020,0.29,1419.5,25823,89.61,1892909001,99.71,35.3,-577364605.665473,-220191610.73674753,-22981505.01087822,35777.75667428639,4378.619424239057,-933.4545772680017,-328.92148703406406,-667.9098014591215,-142.5765228459651,-10.649243875035452,0
55123,29773,2050180266,4260,14.31,5782077,0.28,1908.2,163,0.55,450513,0.02,937.1,4097,13.76,5331564,0.26,1990.3,25513,85.69,2044398189,99.72,32.3,-362908634.168271,-222173840.50910497,-23576838.936470803,35656.84236282162,4335.296014080156,511.5298967777159,732.1898526617704,-894.4331686079739,226.98793163881336,-21.24593715206831,0
55125,21430,2218594892,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,21430,100.0,2218594892,100.0,25.0,-120746314.44260144,-230818286.83148554,-30837904.259075917,30941.704732554113,198.87028824790022,-1492.2867176218156,-1254.2530337392113,982.7880056144122,162.7511070928908,-12.776818334116646,0
55127,102228,1437771449,67269,65.8,124986707,8.69,1394.0,6731,6.58,11244423,0.78,1550.4,60538,59.22,113742284,7.91,1378.5,34959,34.2,1312784742,91.31,69.0,-1311496037.739009,-91505625.84892249,116028672.04654863,49427.407996130525,-19109.294845123575,7703.855245394253,679.6048822771379,957.2812618229233,365.31046299656697,1.0739314618690512,4
55129,15911,2064513144,2673,16.8,4373187,0.21,1583.1,0,0.0,0,0.0,0.0,2673,16.8,4373187,0.21,1583.1,13238,83.2,2060139957,99.79,16.6,-341666073.99473864,-224044698.3515748,-24839627.738180663,28325.199193991455,-11710.524822988384,-39.416117703100156,-16.10644623170976,-873.3368000461697,-111.95275166229223,-16.684548005949615,0
55131,131887,1115515204,91286,69.22,154919748,13.89,1526.1,91286,69.22,154919748,13.89,1526.1,0,0.0,0,0.0,0.0,40601,30.78,960595456,86.11,109.5,-1787217477.8781614,34136757.75510125,-26327830.470717788,-67185.14118479536,18157.595780527226,-1440.7115278381991,500.7671177044184,942.4035053937831,-366.4079698070273,19.24381630242148,4
55133,389891,1423388982,351446,90.14,692457852,48.65,1314.5,332755,85.35,641081922,45.04,1344.3,18691,4.79,51375930,3.61,942.3,38445,9.86,730931130,51.35,136.2,-1721978746.8010185,850534079.623181,42313563.14645542,-508829.40543253225,-31018.117102250115,-5811.290173540764,831.6127231711578,-220.7929229962733,12.138733738232078,18.230504996144255,4
55135,52410,1936566893,18375,35.06,29628802,1.53,1606.2,0,0.0,0,0.0,0.0,18375,35.06,29628802,1.53,1606.2,34035,64.94,1906938091,98.47,46.2,-540102573.4796706,-197850530.37810367,7619112.798233784,46137.502190386986,8138.379819073261,3734.736152259981,-443.9360614691409,-533.2599680490199,-277.02962059106244,-1.5798010563761093,0
55137,24496,1621729475,2573,10.5,4747664,0.29,1403.6,0,0.0,0,0.0,0.0,2573,10.5,4747664,0.29,1403.6,21923,89.5,1616981811,99.71,35.1,-968069990.1039419,-216177489.96741533,-23095707.882425364,34961.02260344916,-362.2397033612005,-686.6150325713563,-282.26770022185656,-659.8975242407491,-116.3609204326895,-8.748813809828983,4
55139,166994,1125316243,144565,86.57,164950722,14.66,2269.9,137553,82.37,151775511,13.49,2347.3,7012,4.2,13175211,1.17,1378.4,22429,13.43,960365521,85.34,60.5,-1780326999.2865803,41505445.99001783,-9641615.993128534,10410.50739600066,-7090.603415494298,450.6635285219704,1826.1199652281298,-59.484194386555,324.23840654975413,-6.882555665031877,4
55141,74749,2054162108,47329,63.32,82482040,4.02,1486.2,0,0.0,0,0.0,0.0,47329,63.32,82482040,4.02,1486.2,27420,36.68,1971680068,95.98,36.0,-410446680.8744312,-149569969.1911092,74442956.99366944,50048.79730076894,-17413.485205082885,9474.605983443698,-476.9953006942495,122.60397994358787,-303.60552076947926,-2.0711878133685295,0
