FIPStxt,POP_COU,AREA_COU,POP_URBAN,POPPCT_URBAN,AREA_URBAN,AREAPCT_URBAN,POPDEN_URBAN,POP_UA,POPPCT_UA,AREA_UA,AREAPCT_UA,POPDEN_UA,POP_UC,POPPCT_UC,AREA_UC,AREAPCT_UC,POPDEN_UC,POP_RURAL,POPPCT_RURAL,AREA_RURAL,AREAPCT_RURAL,POPDEN_RURAL,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,class
12011,1748066,3133329108,1747770,99.98,1018303566,32.5,4445.3,1747770,99.98,1018303566,32.5,4445.3,0,0.0,0,0.0,0.0,296,0.02,2115025542,67.5,0.4,472118792.50577193,1372250327.274317,-24578158.970537186,1252062.3569441042,-16229.19842769418,-4487.528092418999,-140.36624221417821,370.54619259663235,44.72419145374197,-23.56847022503132,0
12013,14625,1469389276,4751,32.49,10210537,0.69,1205.1,0,0.0,0,0.0,0.0,4751,32.49,10210537,0.69,1205.1,9874,67.51,1459178739,99.31,17.5,-1187282352.9760296,-208396910.46212196,-15717755.680060826,29174.153102190532,-18061.197089815825,-384.96689079532354,-203.99050474416563,-422.0402589767511,-17.49697595744167,-11.85899234060517,4
12015,159978,1761913582,145765,91.12,304939753,17.31,1238.0,144528,90.34,299863437,17.02,1248.3,1237,0.77,5076316,0.29,631.1,14213,8.88,1456973829,82.69,25.3,-976390599.9666865,258386984.67112234,-20464522.88540824,-248069.47384849624,-27743.49580967518,-843.6772640335029,800.0337739570749,234.30072031413334,101.76566454618546,-37.32622682830065,4
12017,141236,1506586255,92483,65.48,269315903,17.88,889.4,79279,56.13,229663729,15.24,894.1,13204,9.35,39652174,2.63,862.5,48753,34.52,1237270352,82.12,102.1,-1313115746.453882,184025815.54885182,23590084.594100367,-220626.67793305434,6270.527294110971,-7975.383321911773,155.73425102192073,74.57827746110618,133.49924301636554,6.968941273462107,4
37029,9980,623038021,45,0.45,58474,0.01,1993.2,0,0.0,0,0.0,0.0,45,0.45,58474,0.01,1993.2,9935,99.55,622979547,99.99,41.3,-2377078058.4629884,-203697055.44788206,-26194153.447719034,32981.42675903103,-14011.7168155351,94.06904000465133,308.49261083232733,-1420.9682626383012,-155.96432011646093,-1.3957483681045944,4
12019,190865,1565286048,162295,85.03,280054609,17.89,1500.9,157054,82.29,264471920,16.9,1538.0,5241,2.75,15582689,1.0,871.1,28570,14.97,1285231439,82.11,57.6,-1237374104.8245623,215461945.89102742,-6859619.444449209,-155919.91171810662,-9269.81408759064,-3026.9796204069494,896.6754706414039,101.89307484658693,143.5148954045933,-18.225730605134,4
12021,321520,5175636190,294236,91.51,461858402,8.92,1650.0,259499,80.71,395018084,7.63,1701.4,34737,10.8,66840318,1.29,1346.0,27284,8.49,4713777788,91.08,15.0,3742698249.2708898,410478568.13082594,49072358.260557875,-217614.19149795477,-33705.83877670759,2696.498682588527,1021.0506886458655,177.85847309265523,240.57162279405128,-58.894703524321656,0
12023,67531,2065707648,25623,37.94,64928009,3.14,1022.1,0,0.0,0,0.0,0.0,25623,37.94,64928009,3.14,1022.1,41908,62.06,2000779639,96.86,54.2,-381952012.012918,-166463665.1427935,52103981.70039733,41190.87870923376,2899.9905841273285,-8271.84041713921,-509.03446336439197,-126.71106829685756,-159.87054592452756,-8.698344434052041,0
12027,34862,1649975818,18741,53.76,30353099,1.84,1599.1,1251,3.59,4121492,0.25,786.1,17490,50.17,26231607,1.59,1726.9,16121,46.24,1619622719,98.16,25.8,-945854613.1402994,-189669494.37289628,4158992.3676188025,33526.325112918115,-13968.339923877806,5812.258133166673,439.178152606087,-321.34975995778785,240.53558298145276,-9.770009272304765,4
12029,16422,1826078949,3773,22.98,8999598,0.49,1085.8,0,0.0,0,0.0,0.0,3773,22.98,8999598,0.49,1085.8,12649,77.02,1817079351,99.51,18.0,-682044910.204857,-215599353.52918586,-18278004.6391712,28287.953255711356,-14339.14402165452,-1240.0811451343009,-310.324727331129,-305.8345248015635,-6.121494146098515,-14.11906771925635,4
12031,864263,1974068274,839100,97.09,990772135,50.19,2193.5,839100,97.09,990772135,50.19,2193.5,0,0.0,0,0.0,0.0,25163,2.91,983296139,49.81,66.3,-1148258647.2475395,1348152366.6727517,-21497606.043155346,-253379.5789891913,-30082.48401948336,482.795338853741,363.9218833404514,324.9604634005519,-435.79114921523615,-43.883460763017546,4
12033,297619,1700226567,272910,91.7,450071732,26.47,1570.5,270140,90.77,444232884,26.13,1575.0,2770,0.93,5838848,0.34,1228.7,24709,8.3,1250154835,73.53,51.2,-1163488264.1791358,489632581.8805039,-18059939.78663791,-276839.99979818094,-18804.86644910473,351.08073602893626,894.1333660637713,-290.4526076105863,263.46833949386337,-26.059641053462418,4
12035,95696,1257337716,85819,89.68,136287112,10.84,1630.9,85819,89.68,136287112,10.84,1630.9,0,0.0,0,0.0,0.0,9877,10.32,1121050604,89.16,22.8,-1573844355.9271967,2114610.950252737,-26896489.954222206,-61133.75141526035,-20849.407635311607,168.610339804105,1124.095676766398,930.5674718383442,-225.93520217664778,-34.30624088296991,4
12037,11549,1384930964,3691,31.96,7236978,0.52,1320.9,0,0.0,0,0.0,0.0,3691,31.96,7236978,0.52,1320.9,7858,68.04,1377693986,99.48,14.8,-1304654408.5920115,-209792759.98252475,-19254381.383507494,28725.88032123421,-19506.623039748836,184.30129104192298,-112.14369588642468,-561.6440201798189,-29.20502359734222,-13.04121829419818,4
12039,46389,1337293000,16060,34.62,33632480,2.51,1236.8,622,1.34,1972965,0.15,816.5,15438,33.28,31659515,2.37,1262.9,30329,65.38,1303660520,97.49,60.3,-1390306320.772944,-182617312.51664492,11932980.808906626,40489.44897254243,1418.6830514234732,-611.2680085209158,161.29881483638323,12.27572710935968,235.98024181421076,2.177522759005786,4
12041,16939,905658580,2724,16.08,5024191,0.55,1404.2,0,0.0,0,0.0,0.0,2724,16.08,5024191,0.55,1404.2,14215,83.92,900634389,99.45,40.9,-1980863915.1767545,-203767661.5622649,-20693600.326078624,34537.9395128592,-10163.754789433733,128.31213415247623,-175.54673956694685,-662.3802630768485,-72.90782257609767,1.2421022724477004,4
12051,39140,2985609243,24309,62.11,38195761,1.28,1648.4,0,0.0,0,0.0,0.0,24309,62.11,38195761,1.28,1648.4,14831,37.89,2947413482,98.72,13.0,937419172.9226009,-207496459.36524317,15500836.197239738,33189.10836806297,-19791.145530102647,6776.9455892472,-139.80551880284767,-455.805204561392,-218.3804288034551,-7.904300604197052,0
12053,172778,1223869127,139302,80.62,261326856,21.35,1380.6,136347,78.91,253585024,20.72,1392.6,2955,1.71,7741832,0.63,988.6,33476,19.38,962542271,78.65,90.1,-1707248737.2549303,196490385.7415041,-15940157.033014368,-167150.57524770795,278.7911164529991,-1392.3770594099408,626.6254188899386,33.88868816190319,185.0263248674176,13.691666280723549,4
12055,98786,2633020110,77976,78.93,168372372,6.39,1199.5,61625,62.38,119581009,4.54,1334.7,16351,16.55,48791363,1.85,868.0,20810,21.07,2464647738,93.61,21.9,349194478.8003986,-1363876.3648860024,31017268.32193591,-79344.74193579653,-26363.93221095731,-8993.344981959484,1046.0964447356762,174.46115783706253,335.03935585577943,-38.67435784967393,0
12057,1229226,2642341101,1186045,96.49,1331481901,50.39,2307.1,1186045,96.49,1331481901,50.39,2307.1,0,0.0,0,0.0,0.0,43181,3.51,1310859200,49.61,85.3,-437681784.89705104,1878371376.5074465,-20440333.75288601,-244944.87052956052,-15854.744100174756,-584.2761659239778,-487.64657177348084,90.03863194466898,-504.4944939595479,-54.54289500306297,0
12059,19927,1240027821,4230,21.23,9245651,0.75,1185.0,0,0.0,0,0.0,0.0,4230,21.23,9245651,0.75,1185.0,15697,78.77,1230782170,99.25,33.0,-1510955598.4317992,-205424045.66542682,-16286976.410102803,33335.66632386179,-10024.169348844525,-704.2543645621988,-317.332814537935,-400.3578252861615,-40.09700553348912,-5.02645845286026,4
12061,138028,1302431761,131171,95.03,217900151,16.73,1559.1,125877,91.2,213053137,16.36,1530.2,5294,3.84,4847014,0.37,2828.8,6857,4.97,1084531610,83.27,16.4,-1566257040.4073436,127979085.44371286,-20197075.718638808,-124700.19975732832,-29517.19326793526,4548.2553644537475,1272.4925380177774,-1340.0748027888467,1216.0244102396268,-9.48714616070458,4
12063,49746,2376987362,12256,24.64,22210851,0.93,1429.2,0,0.0,0,0.0,0.0,12256,24.64,22210851,0.93,1429.2,37490,75.36,2354776511,99.07,41.2,87841881.53815675,-212377578.47810474,-3068181.1382887936,42239.476541596225,14078.74622021056,-9.843808467312988,-519.6241989714475,-501.72947690528207,-234.42344209224882,-10.233448485304637,0
12065,14761,1549059034,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,14761,100.0,1549059034,100.0,24.7,-1067542946.7300742,-219460876.51811332,-28920449.2039912,30795.892080274636,-8179.801864942947,-787.4919209006162,-1163.4912062154942,979.1511747317675,201.3101662152353,-10.403577881893467,4
12067,8870,1407428266,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,8870,100.0,1407428266,100.0,16.3,-1267824279.8368258,-217058381.21475106,-28514839.84909768,28361.230645236097,-15808.31286893173,-378.7952569300841,-1072.1791451121348,974.1531781348052,232.37633471467595,-14.229612988386961,4
12069,297052,2430396019,239858,80.75,416871984,17.15,1490.2,228744,77.0,387319108,15.94,1529.6,11114,3.74,29552876,1.22,974.0,57194,19.25,2013524035,82.85,73.6,-108226180.62158993,409340152.9007837,9486063.852126779,-236575.37436252795,16506.590333035798,-5412.349532675181,493.36941245322674,-11.962209061849933,5.907935411789354,-37.36407370901799,0
12071,618754,2031879249,582741,94.18,947672814,46.64,1592.6,580917,93.88,944597155,46.49,1592.8,1824,0.29,3075659,0.15,1536.0,36013,5.82,1084206435,53.36,86.0,-1036867780.7497197,1276702257.9756305,-18157426.516949985,-613087.0174601267,-27065.60510037061,1749.3542905228196,585.5491977306576,-912.9805172629891,228.14621897739082,-34.162323567162325,4
12073,275487,1727138746,241576,87.69,331438851,19.19,1887.8,239601,86.97,325651763,18.85,1905.6,1975,0.72,5787088,0.34,883.9,33911,12.31,1395699895,80.81,62.9,-1043802983.1243678,300643428.25673056,-19236919.629854113,-117517.67838206743,969.8417208723241,-1870.9021524740567,1035.9656429268487,73.02407777857873,43.028535351045555,-21.465719484499125,4
12075,40801,2896139279,3244,7.95,7814899,0.27,1075.1,0,0.0,0,0.0,0.0,3244,7.95,7814899,0.27,1075.1,37557,92.05,2888324380,99.73,33.7,831958156.5928994,-234877810.72978234,-22847898.870687287,36123.4870629396,18096.39523988316,-3164.8783363003545,-696.7284756723888,-278.76459179716466,-137.21796233724058,-17.834586141573244,0
12077,8365,2164095370,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,8365,100.0,2164095370,100.0,10.0,-197814575.036381,-229893813.76350248,-30681828.020681746,24211.2739304428,-16850.73996730258,-709.3325796617739,-1045.2550107162638,970.7245544467461,229.88441128147636,-16.921594064892254,0
12079,19224,1802497924,3843,19.99,5182851,0.29,1920.4,0,0.0,0,0.0,0.0,3843,19.99,5182851,0.29,1920.4,15381,80.01,1797315073,99.71,22.2,-712745373.9223815,-218829928.2682923,-23060412.217154447,31777.190542442826,-8778.494074253114,973.09827181064,151.23060071528604,-1229.5669936181373,-194.1182169711949,-13.99695392528867,4
12081,322833,1924182235,304140,94.21,378509830,19.67,2081.1,304140,94.21,378509830,19.67,2081.1,0,0.0,0,0.0,0.0,18693,5.79,1545672405,80.33,31.3,-797520849.8708521,375813546.4730096,-26693948.86343924,-107314.02747825606,-17577.891627807046,-244.40812846272888,1229.9425779520832,771.3579194930041,-381.1310962213009,-49.321316730251965,4
12083,331298,4103955681,228502,68.97,445442052,10.85,1328.6,202696,61.18,378905809,9.23,1385.5,25806,7.79,66536243,1.62,1004.5,102796,31.03,3658513629,89.15,72.8,2238522499.5733953,402758015.8244754,51614652.43529941,-251761.25656525558,60816.44772892872,-11890.752479900792,-114.37437488231421,68.71146210056955,-204.03222871997423,-78.81823854349534,0
12085,146318,1407565382,133915,91.52,195504809,13.89,1774.1,127412,87.08,188499707,13.39,1750.6,6503,4.44,7005102,0.5,2404.3,12403,8.48,1212060573,86.11,26.5,-1402187991.38784,89221127.44931807,-17970014.232708752,-76119.01067560329,-20915.560115743476,4220.853924188545,1367.7258245703188,-926.4818296552046,932.7715011247752,-11.284865155683834,4
12086,2496435,4915061046,2486340,99.6,1064312058,21.65,6050.5,2486340,99.6,1064312058,21.65,6050.5,0,0.0,0,0.0,0.0,10095,0.4,3850748988,78.35,6.8,2960024576.134306,1415158011.756891,-29280103.81605561,2445982.2053052075,31905.152078168347,-10490.610942414729,-1266.7064156245842,406.95534647279624,312.4192068137231,31.2713998234452,0
12087,73090,2546689189,66721,91.29,97705746,3.84,1768.6,0,0.0,0,0.0,0.0,66721,91.29,97705746,3.84,1768.6,6369,8.71,2448983443,96.16,6.7,275487565.57868433,-143443586.03853127,92377193.18390746,51253.311899199274,-46180.475448410056,25816.906321874972,-409.3873662373031,503.96310867130876,-369.7103761584768,1.2355411979703446,0
37187,13228,901664508,4265,32.24,9393547,1.04,1175.9,0,0.0,0,0.0,0.0,4265,32.24,9393547,1.04,1175.9,8963,67.76,892270961,98.96,26.0,-1989540697.0449889,-199543671.46258682,-15130021.444156304,31426.904429137143,-18718.403061126184,-195.97378660783306,-221.6318872503871,-395.55291004946946,-1.789068645005868,-5.109503570218214,4
12089,73314,1679967676,38016,51.85,106317608,6.33,926.1,0,0.0,0,0.0,0.0,38016,51.85,106317608,6.33,926.1,35298,48.15,1573650068,93.67,58.1,-956120590.1740253,-120549489.36850479,105802456.36781068,34121.61272089991,-22315.025259692917,-16281.356490886108,-89.47105799251032,-162.70926524511202,-84.95122141999042,-8.075769982790517,4
12091,180822,2409328778,158944,87.9,236715806,9.82,1739.1,126512,69.96,175676365,7.29,1865.2,32432,17.94,61039441,2.53,1376.1,21878,12.1,2172612972,90.18,26.1,-14217277.67286473,103244381.38831504,47710691.449838564,-51181.50836404011,-26545.2409843466,4023.9913082822873,1258.1394797584983,345.3456761949875,374.85881073128076,-34.87341992900446,0
12093,39996,1991462636,25378,63.45,64224471,3.22,1023.4,0,0.0,0,0.0,0.0,25378,63.45,64224471,3.22,1023.4,14618,36.55,1927238165,96.78,19.6,-486454871.3412336,-165873479.56290513,51422617.40798099,26983.497087906275,-32459.924294373457,-6552.2547021372775,-74.90260439959026,-153.2673790263695,-20.89961250905869,-14.467412375035225,0
12095,1145956,2339870128,1122554,97.96,1100572593,47.04,2641.7,1116558,97.43,1087173080,46.46,2660.0,5996,0.52,13399513,0.57,1159.0,23402,2.04,1239297535,52.96,48.9,-706594218.4723705,1507921929.768722,-4677934.3218787415,55310.686970387156,-30138.422123843167,-957.574645660958,193.3161714156242,-641.9914558778569,266.7069531055731,-39.43599873316738,4
12097,268685,3438086444,247671,92.18,362677492,10.55,1768.7,216248,80.48,321921521,9.36,1739.8,31423,11.7,40755971,1.19,1996.9,21014,7.82,3075408952,89.45,17.7,1353990550.1420288,298954497.99099344,20265619.86575066,-149923.77983115625,-25270.728182071212,14648.149586198873,835.5607312500882,-8.633753617915328,528.0194190057398,-34.191958647649585,0
12099,1320134,5101663125,1306371,98.96,1178423081,23.1,2871.2,1263360,95.7,1119031889,21.93,2924.0,43011,3.26,59391192,1.16,1875.7,13763,1.04,3923240044,76.9,9.1,3145080387.3428435,1555461279.4703097,46132049.34779886,254765.17922093137,-49323.95049971684,17028.570838687596,-293.6394422096193,-179.96872478340035,587.5109769324162,-50.85074933908586,0
12101,464697,1934425891,420707,90.53,652173065,33.71,1670.8,420691,90.53,652092544,33.71,1670.9,16,0.0,80521,0.0,514.6,43990,9.47,1282252826,66.29,88.9,-971336316.8773997,810573245.5566378,-24235101.797793962,-372573.0473562512,-537.868297698264,-404.1340361950445,460.0801661706526,140.2473922228855,-262.4577407133093,-26.891603578444776,4
12103,916542,709135878,913939,99.72,652304003,91.99,3628.8,913939,99.72,652304003,91.99,3628.8,0,0.0,0,0.0,0.0,2603,0.28,56831875,8.01,118.6,-2704119530.697792,831618426.3902738,-20826902.356040616,465061.8096480197,-27289.2456454207,-686.7557088576407,1515.662874678776,618.3984882767304,-293.89726456411256,80.6539245401669,4
12105,602095,4656375819,520749,86.49,831212436,17.85,1622.6,463462,76.97,725754259,15.59,1653.9,57287,9.51,105458177,2.26,1406.9,81346,13.51,3825163383,82.15,55.1,2754067448.8140874,981722972.9776782,102515416.66646092,-406269.607317387,9488.83193763597,6692.9022268837025,-121.88383555327415,375.7098221418442,-159.82322540303076,-93.89447815183951,0
12107,74364,1884532662,32599,43.84,99306959,5.27,850.2,0,0.0,0,0.0,0.0,32599,43.84,99306959,5.27,850.2,41765,56.16,1785225703,94.73,60.6,-661983810.1861718,-130688254.78166246,96308178.79505888,33661.368476488075,-12280.548709335422,-19442.59314452709,-168.26085493373085,-219.46547719314398,-80.47373809054106,-12.584483658399286,4
12109,190039,1555689678,144860,76.23,246597419,15.85,1521.5,138238,72.74,229893854,14.78,1557.4,6622,3.48,16703565,1.07,1026.8,45179,23.77,1309092259,84.15,89.4,-1227929094.0484598,161729467.10993752,-5709381.080024486,-117746.9730636437,14154.360140239452,-3047.1652943866716,640.8664718993981,64.65802691008592,137.84497253279818,0.7396242087759486,4
12111,277789,1481280881,268463,96.64,384041634,25.93,1810.5,268463,96.64,384041634,25.93,1810.5,0,0.0,0,0.0,0.0,9326,3.36,1097239247,74.07,22.0,-1427637901.9346278,392119198.43264407,-25377272.923848823,-181549.89669806306,-31982.344029277177,783.6698595049945,1169.9711014651352,750.1517354685856,-303.76361612276855,-47.830447173954006,4
12113,151372,2620043744,119600,79.01,250563524,9.56,1236.3,119600,79.01,250563524,9.56,1236.3,0,0.0,0,0.0,0.0,31772,20.99,2369480220,90.44,34.7,274539711.31571156,160640013.3236765,-29802490.524635646,-198610.9746122352,-407.1418968443861,-1105.494407993024,385.19929187381064,845.6151483381595,-313.85713136176594,-45.118538562368805,0
12115,379448,1439690708,363054,95.68,471789501,32.77,1993.1,363054,95.68,471789501,32.77,1993.1,0,0.0,0,0.0,0.0,16394,4.32,967901207,67.23,43.9,-1546828007.4711545,532299126.4106352,-24492975.08000622,-167912.35732951382,-24751.253172733275,439.88907548564725,1095.5969657111127,698.2695167015462,-366.5657870389589,-36.56194370315866,4
12117,422718,800879349,409370,96.84,428271855,53.48,2475.7,409370,96.84,428271855,53.48,2475.7,0,0.0,0,0.0,0.0,13348,3.16,372607494,46.52,92.8,-2420233465.8241844,473964639.5212274,-23043068.057811666,-9652.839869872225,-22351.97734747477,286.6074553248005,1482.0505178380092,749.0591854347375,-382.69575528817603,24.164923397133116,4
12119,93420,1416548738,60756,65.04,91208528,6.44,1725.2,53891,57.69,77888235,5.5,1792.0,6865,7.35,13320293,0.94,1334.8,32664,34.96,1325340210,93.56,63.8,-1317753144.7807455,-80739903.23084688,-10935623.402005496,-887.5922737007937,7499.516635740587,-575.9932000938687,1104.4499513222972,6.415106081855746,363.15799283992186,-5.9749234553369215,4
12121,41551,1783341092,6994,16.83,14506204,0.81,1248.7,0,0.0,0,0.0,0.0,6994,16.83,14506204,0.81,1248.7,34557,83.17,1768834888,99.19,50.6,-746297937.32617,-209636347.52089468,-11158359.317931985,41336.730311596875,12636.170408910191,-1658.299749465824,-563.1233514126602,-416.17984004178794,-159.6042577686462,-2.770330538551212,4
12123,22570,2702147548,6933,30.72,17732557,0.66,1012.6,0,0.0,0,0.0,0.0,6933,30.72,17732557,0.66,1012.6,15637,69.28,2684414991,99.34,15.1,550758044.2745136,-222153194.16747373,-9689968.446109675,24865.85775082331,-14225.496354767105,-2963.4812984855535,-329.21188330722345,-220.04039425086447,-13.430593285266333,-15.830635488473074,0
12125,15535,630806354,5057,32.55,12741105,2.02,1028.0,0,0.0,0,0.0,0.0,5057,32.55,12741105,2.02,1028.0,10478,67.45,618065249,97.98,43.9,-2374884073.9206266,-191764790.9084976,-10100578.97919076,32941.4523621749,-18032.39807038066,-1120.5610753582062,-317.3340700730047,-238.0396187319905,24.355939464766237,9.303894676169037,4
12127,494593,2851658690,445414,90.06,578037669,20.27,1995.7,445414,90.06,578037669,20.27,1995.7,0,0.0,0,0.0,0.0,49179,9.94,2273621021,79.73,56.0,376741860.36281633,677228190.6239742,-27610105.04997187,-201597.5889386892,13188.327513768461,-1865.4890012451867,493.6165600921293,643.9425389416286,-553.4612199923397,-61.84796371426086,0
12129,30776,1570616974,11794,38.32,38704906,2.46,789.2,0,0.0,0,0.0,0.0,11794,38.32,38704906,2.46,789.2,18982,61.68,1531912068,97.54,32.1,-1063886949.9475194,-183009482.74831852,20200143.99060018,28043.71910334593,-18274.631967434194,-8745.123877686707,-311.7787020478747,-94.13552505720632,42.26751400024732,-10.43148394515564,4
12131,55043,2687435898,20297,36.87,63679282,2.37,825.5,9973,18.12,25902585,0.96,997.2,10324,18.76,37776697,1.41,707.8,34746,63.13,2623756616,97.63,34.3,498237160.27896166,-161665254.06835365,16048151.595877897,1300.3544689404632,167.45602827969037,-11343.935241785613,326.9052055262448,286.2649351935402,340.95805644272974,-31.83113750420569,0
26003,9601,2370019042,2972,30.96,8501454,0.36,905.4,0,0.0,0,0.0,0.0,2972,30.96,8501454,0.36,905.4,6629,69.04,2361517588,99.64,7.3,87490930.77609706,-225300124.62320688,-20468765.541932803,21586.308374759086,-22509.73025200261,-1871.8411200103214,-304.99527904705064,-129.70459478438886,61.01054206705427,-15.52019606465317,0
26005,111408,2137337922,39586,35.53,83379487,3.9,1229.6,9558,8.58,20163331,0.94,1227.7,30028,26.95,63216156,2.96,1230.3,71822,64.47,2053958435,96.1,90.6,-293346262.3884706,-137257664.36756083,49899437.54699311,43885.57210904396,43259.47285910797,-3438.953453493865,-84.3110024147267,391.6960593286462,161.98310648985256,-8.612568311645195,0
26007,29598,1481110566,14258,48.17,24506343,1.65,1506.9,0,0.0,0,0.0,0.0,14258,48.17,24506343,1.65,1506.9,15340,51.83,1456604223,98.35,27.3,-1180616669.331188,-194997199.2972044,2414361.630458263,36153.805110915346,-14892.274250629665,2868.4505679385898,-163.22238432160628,-550.2993093023997,-140.70971089877617,-3.8828300569251293,4
26009,23580,1232064018,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,23580,100.0,1232064018,100.0,49.6,-1515808427.851331,-214083647.28838438,-28012618.26663251,37152.64168350802,3507.625340089591,-1147.777407143857,-1313.2689663039555,988.7502989240556,158.3131648268556,4.859352845601114,4
26011,15899,940660726,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,15899,100.0,940660726,100.0,43.8,-1927884423.8431084,-209140544.40454012,-27178081.859877404,34525.38338287458,-6384.895891476583,-564.1460418067468,-1196.83201611351,982.6772808907457,199.51537971363118,4.2790635203371,4
26013,8860,2326474801,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,8860,100.0,2326474801,100.0,9.9,31807627.536461495,-232648274.6352313,-31146859.749112174,23644.4302484159,-16285.780060560583,-815.2275685126322,-1049.1878808030415,970.5590677292706,226.26377894342008,-16.795941167940992,0
26015,59173,1432500402,13534,22.87,23957752,1.67,1463.1,0,0.0,0,0.0,0.0,13534,22.87,23957752,1.67,1463.1,45639,77.13,1408542650,98.33,83.9,-1248976466.1175249,-194694433.59999073,1856485.8162476325,52089.02856028374,24762.851922718834,548.7109761723319,-665.5715392426911,-496.64014736839454,-281.7709306394598,19.73341585099876,4
26017,107771,1145557748,75104,69.69,113768835,9.93,1709.8,75104,69.69,113768835,9.93,1709.8,0,0.0,0,0.0,0.0,32667,30.31,1031788913,90.07,82.0,-1716419153.1913016,-31781804.46882863,-26772739.65103873,-27330.68532602189,10251.714976054827,-1197.9129333202231,856.178417574168,972.0756632405073,-352.74621499969845,-1.4024915032149325,4
26019,17525,828028289,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,17525,100.0,828028289,100.0,54.8,-2087158958.1998692,-207229946.17832243,-26855518.07750643,35975.19069270149,-4202.645156457929,-604.8122284993084,-1225.7510250241687,984.6958225024307,191.92475454035068,12.866628220000885,4
26021,156813,1470457874,105289,67.14,217400258,14.78,1254.4,89824,57.28,183591511,12.49,1267.2,15465,9.86,33808747,2.3,1184.7,51524,32.86,1253057616,85.22,106.5,-1328453573.4096503,105849008.93909301,15866499.148089387,-114390.00959277608,18005.16541654617,-2311.642150175121,274.4992643309197,93.05502639063481,215.25349468536461,16.675151767795484,4
26023,45248,1311488743,16876,37.3,29846177,2.28,1464.5,0,0.0,0,0.0,0.0,16876,37.3,29846177,2.28,1464.5,28372,62.7,1281642566,97.72,57.3,-1424181843.0791879,-187040490.12292293,9685465.604045033,44476.9659944357,418.2199148503571,2355.6851075482905,-400.5266574654897,-450.2788738307064,-203.46664036530908,10.800532509133483,4
26025,136146,1829135298,93972,69.02,162490951,8.88,1497.8,77325,56.8,133939917,7.32,1495.2,16647,12.23,28551034,1.56,1510.1,42174,30.98,1666644347,91.12,65.5,-783436113.6652688,15842779.540949112,7725310.972259904,-51806.907048374436,12066.129918937295,2305.869365185822,565.3603209890491,14.964316577229068,368.03178769186405,-7.227742902769193,4
26027,52293,1269253670,15070,28.82,37681342,2.97,1035.8,8988,17.19,28648918,2.26,812.6,6082,11.63,9032424,0.71,1744.0,37223,71.18,1231572328,97.03,78.3,-1489191851.4942994,-160585468.96049896,-16391773.934148662,12206.1991628677,17014.683160682285,654.1343542047333,-93.66481713836092,-393.8201184862705,590.1454597392161,20.911440466323032,4
26029,25949,1078313350,7680,29.6,18908958,1.75,1051.9,0,0.0,0,0.0,0.0,7680,29.6,18908958,1.75,1051.9,18269,70.4,1059404392,98.25,44.7,-1746335839.2682765,-193488881.05018583,-3544682.307965403,34899.89568558148,-10303.49334336751,-2092.642739060335,-389.5291962248023,-241.40373509765163,-26.366209901138003,3.7973910484013422,4
26031,26152,1852525483,4517,17.27,9018213,0.49,1297.3,0,0.0,0,0.0,0.0,4517,17.27,9018213,0.49,1297.3,21635,82.73,1843507270,99.51,30.4,-644659533.7908357,-216030255.19283783,-18330087.694784172,33820.18666258468,-2355.181092803487,-842.0297933217217,-335.22101611834927,-512.5136377347204,-99.30550894439925,-10.769989804674477,4
26033,38520,4036289692,19669,51.06,23893278,0.59,2132.1,0,0.0,0,0.0,0.0,19669,51.06,23893278,0.59,2132.1,18851,48.94,4012396414,99.41,12.2,2433109898.5648885,-238924153.72108305,-5682331.707066737,31450.40866425538,-9391.900606686495,8593.794023564098,45.500169178300666,-1007.0376023012008,-343.87942769932033,-8.591960391826548,0
26035,30926,1461569881,9079,29.36,23699119,1.62,992.2,0,0.0,0,0.0,0.0,9079,29.36,23699119,1.62,992.2,21847,70.64,1437870762,98.38,39.4,-1207689778.807284,-195433582.2119693,1444584.1423525594,34177.670423235635,-7774.06600028013,-3522.1065100433966,-433.45790031650114,-186.56726866749645,-32.921249331658764,-3.7186503639118422,4
26037,75382,1466991079,35485,47.07,78226323,5.33,1174.9,27060,35.9,67311702,4.59,1041.2,8425,11.18,10914621,0.74,1999.2,39897,52.93,1388764756,94.67,74.4,-1237477185.6846962,-100695221.89094466,-14229187.884895291,-22199.96729799427,18099.505179408436,2427.2248536396737,118.88234225671461,-507.0500872928499,683.8898639773896,16.20026893718178,4
